author,title,year,link,ss_title,ss_url,ss_venue,ss_year,ss_authors,ss_abstract
Chitta Baral,Beyond the imitation game: Quantifying and extrapolating the capabilities of language models,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:08Fspu5RUkwC,Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models,https://www.semanticscholar.org/paper/bd1331b233e84bab7eba503abc60b31ac08e7881,arXiv.org,2022,"Aarohi Srivastava, Abhinav Rastogi, Abhishek Rao, Abu Awal Md Shoeb, Abubakar Abid, Adam Fisch, Adam R. Brown, Adam Santoro, Aditya Gupta, Adrià Garriga-Alonso, Agnieszka Kluska, Aitor Lewkowycz, Akshat Agarwal, Alethea Power, Alex Ray, Alex Warstadt, Alexander W. Kocurek, Ali Safaya, Ali Tazarv, Alice Xiang, Alicia Parrish, Allen Nie, Aman Hussain, Amanda Askell, A. Dsouza, Ambrose Slone, Ameet Rahane, Anantharaman S. Iyer, Anders Andreassen, Andrea Madotto, Andrea Santilli, Andreas Stuhlmuller, Andrew M. Dai, A. La, Andrew Kyle Lampinen, Andy Zou, Angela Jiang, Angelica Chen, Anh Vuong, Animesh Gupta, Anna Gottardi, Antonio Norelli, Anu Venkatesh, Arash Gholamidavoodi, A. Tabassum, Arul Menezes, Arun Kirubarajan, A. Mullokandov, Ashish Sabharwal, Austin Herrick, Avia Efrat, Aykut Erdem, Ayla Karakacs, B. R. Roberts, B. S. Loe, Barret Zoph, Bartlomiej Bojanowski, Batuhan Ozyurt, Behnam Hedayatnia, Behnam Neyshabur, Benjamin Inden, Benno Stein, Berk Ekmekci, Bill Yuchen Lin, B. Howald, Bryan Orinion, Cameron Diao, Cameron Dour, Catherine Stinson, Cedrick Argueta, C'esar Ferri Ram'irez, Chandan Singh, Charles Rathkopf, Chenlin Meng, Chitta Baral, Chiyu Wu, Chris Callison-Burch, Chris Waites, Christian Voigt, Christopher D. Manning, Christopher Potts, Cindy Ramirez, Clara E. Rivera, Clemencia Siro, Colin Raffel, Courtney Ashcraft, Cristina Garbacea, Damien Sileo, Dan Garrette, Dan Hendrycks, D. Kilman, Dan Roth, Daniel Freeman, Daniel Khashabi, Daniel Levy, D. Gonz'alez, Danielle R. Perszyk, Danny Hernandez, Danqi Chen, Daphne Ippolito, Dar Gilboa, David Dohan, D. Drakard, David Jurgens, Debajyoti Datta, Deep Ganguli, Denis Emelin, Denis Kleyko, Deniz Yuret, Derek Chen, Derek Tam, Dieuwke Hupkes, Diganta Misra, Dilyar Buzan, Dimitri Coelho Mollo, Diyi Yang, Dong-Ho Lee, Dylan Schrader, Ekaterina Shutova, E. D. Cubuk, Elad Segal, Eleanor Hagerman, Elizabeth Barnes, Elizabeth Donoway, Ellie Pavlick, Emanuele Rodolà, Emma Lam, Eric Chu, Eric Tang, Erkut Erdem, Ernie Chang, Ethan A. Chi, Ethan Dyer, E. Jerzak, Ethan Kim, Eunice Engefu Manyasi, Evgenii Zheltonozhskii, Fanyue Xia, Fatemeh Siar, Fernando Mart'inez-Plumed, Francesca Happ'e, François Chollet, Frieda Rong, Gaurav Mishra, Genta Indra Winata, Gerard de Melo, Germán Kruszewski, Giambattista Parascandolo, Giorgio Mariani, Gloria Xinyue Wang, Gonzalo Jaimovitch-L'opez, Gregor Betz, Guy Gur-Ari, Hana Galijasevic, Hannah Kim, Hannah Rashkin, Hannaneh Hajishirzi, Harsh Mehta, H. Bogar, Henry Shevlin, Hinrich Schutze, H. Yakura, Hongming Zhang, Hugh Mee Wong, Ian Ng, Isaac Noble, Jaap Jumelet, Jack Geissinger, John Kernion, Jacob Hilton, Jaehoon Lee, J. Fisac, James B. Simon, James Koppel, James Zheng, James Zou, Jan Koco'n, Jana Thompson, Janelle Wingfield, Jared Kaplan, Jarema Radom, Jascha Narain Sohl-Dickstein, Jason Phang, Jason Wei, J. Yosinski, Jekaterina Novikova, Jelle Bosscher, Jennifer Marsh, Jeremy Kim, Jeroen Taal, Jesse Engel, Jesujoba Oluwadara Alabi, Jiacheng Xu, Jiaming Song, Jillian Tang, Jane W Waweru, John Burden, John Miller, John U. Balis, Jonathan Batchelder, Jonathan Berant, Jorg Frohberg, Jos Rozen, J. Hernández-Orallo, Joseph Boudeman, J. Guerr, Joseph Jones, Joshua B. Tenenbaum, Joshua S. Rule, Joyce Chua, Kamil Kanclerz, Karen Livescu, K. Krauth, Karthik Gopalakrishnan, Katerina Ignatyeva, K. Markert, Kaustubh D. Dhole, Kevin Gimpel, Kevin Omondi, K. Mathewson, Kristen Chiafullo, Ksenia Shkaruta, Kumar Shridhar, Kyle McDonell, Kyle Richardson, Laria Reynolds, Leo Gao, Li Zhang, Liam Dugan, Lianhui Qin, Lidia Contreras-Ochando, Louis-philippe Morency, Luca Moschella, Luca Lam, Lucy Noble, Ludwig Schmidt, Luheng He, Luis Oliveros Col'on, Luke Metz, Lutfi Kerem cSenel, Maarten Bosma, Maarten Sap, Maartje ter Hoeve, Maheen Farooqi, Manaal Faruqui, Mantas Mazeika, Marco Baturan, Marco Marelli, Marco Maru, Maria Jose Ram’irez Quintana, M. Tolkiehn, Mario Giulianelli, Martha Lewis, Martin Potthast, Matthew L. Leavitt, Matthias Hagen, M. Schubert, Medina Baitemirova, Melody Arnaud, M. McElrath, Michael A. Yee, Michael Cohen, Michael Gu, Michael Ivanitskiy, Michael Starritt, M. Strube, Michal Swkedrowski, Michele Bevilacqua, Michihiro Yasunaga, Mihir Kale, Mike Cain, Mimee Xu, Mirac Suzgun, Mitch Walker, Monica Tiwari, Mohit Bansal, Moin Aminnaseri, Mor Geva, Mozhdeh Gheini, T. MukundVarma, Nanyun Peng, Nathan A. Chi, Nayeon Lee, Neta Gur-Ari Krakover, Nicholas Cameron, Nicholas Roberts, Nick Doiron, Nicole Martinez, Nikita Nangia, Niklas Deckers, Niklas Muennighoff, N. Keskar, Niveditha Iyer, Noah Constant, Noah Fiedel, Nuan Wen, Oliver Zhang, Omar Agha, Omar Elbaghdadi, Omer Levy, Owain Evans, Pablo Antonio Moreno Casares, P. Doshi, Pascale Fung, Paul Pu Liang, Paul Vicol, Pegah Alipoormolabashi, Peiyuan Liao, Percy Liang, Peter Chang, P. Eckersley, Phu Mon Htut, P. Hwang, P. Milkowski, P. Patil, Pouya Pezeshkpour, Priti Oli, Qiaozhu Mei, Qing Lyu, Qinlang Chen, Rabin Banjade, Rachel Etta Rudolph, Raefer Gabriel, Rahel Habacker, Ramon Risco, Raphael Milliere, Rhythm Garg, Richard Barnes, R. Saurous, Riku Arakawa, Robbe Raymaekers, Robert Frank, Rohan Sikand, Roman Novak, Roman Sitelew, Ronan Le Bras, Rosanne Liu, Rowan Jacobs, Rui Zhang, R. Salakhutdinov, Ryan Chi, Ryan Lee, Ryan Stovall, R. Teehan, Rylan Yang, Sahib Singh, Saif Mohammad, Sajant Anand, Sam Dillavou, Sam Shleifer, Sam Wiseman, Samuel Gruetter, Samuel R. Bowman, S. Schoenholz, Sanghyun Han, Sanjeev Kwatra, Sarah A. Rous, Sarik Ghazarian, Sayan Ghosh, Sean Casey, Sebastian Bischoff, Sebastian Gehrmann, Sebastian Schuster, Sepideh Sadeghi, Shadi S. Hamdan, Sharon Zhou, Shashank Srivastava, Sherry Shi, Shikhar Singh, Shima Asaadi, S. Gu, Shubh Pachchigar, Shubham Toshniwal, Shyam Upadhyay, Shyamolima Debnath, Siamak Shakeri, Simon Thormeyer, S. Melzi, Siva Reddy, S. Makini, Soo-Hwan Lee, Spencer Bradley Torene, Sriharsha Hatwar, S. Dehaene, Stefan Divic, Stefano Ermon, Stella Biderman, Stephanie Lin, Stephen Prasad, Steven T Piantadosi, Stuart M. Shieber, Summer Misherghi, S. Kiritchenko, Swaroop Mishra, Tal Linzen, Tal Schuster, Tao Li, Tao Yu, Tariq Ali, Tatsunori Hashimoto, Te-Lin Wu, T. Desbordes, Theodore Rothschild, Thomas Phan, Tianle Wang, Tiberius Nkinyili, Timo Schick, T. Kornev, T. Tunduny, Tobias Gerstenberg, T. Chang, Trishala Neeraj, Tushar Khot, Tyler Shultz, Uri Shaham, Vedant Misra, Vera Demberg, Victoria Nyamai, Vikas Raunak, V. Ramasesh, Vinay Uday Prabhu, Vishakh Padmakumar, Vivek Srikumar, W. Fedus, W. Saunders, William Zhang, Wout Vossen, Xiang Ren, Xiaoyu Tong, Xinran Zhao, Xinyi Wu, Xudong Shen, Yadollah Yaghoobzadeh, Yair Lakretz, Yangqiu Song, Yasaman Bahri, Yejin Choi, Yichi Yang, Yiding Hao, Yifu Chen, Yonatan Belinkov, Yu Hou, Yu Hou, Yuntao Bai, Zachary Seid, Zhuoye Zhao, Zijian Wang, Zijie J. Wang, Zirui Wang, Ziyi Wu","Language models demonstrate both quantitative improvement and new qualitative capabilities with increasing scale. Despite their potentially transformative impact, these new capabilities are as yet poorly characterized. In order to inform future research, prepare for disruptive new model capabilities, and ameliorate socially harmful effects, it is vital that we understand the present and near-future capabilities and limitations of language models. To address this challenge, we introduce the Beyond the Imitation Game benchmark (BIG-bench). BIG-bench currently consists of 204 tasks, contributed by 450 authors across 132 institutions. Task topics are diverse, drawing problems from linguistics, childhood development, math, common-sense reasoning, biology, physics, social bias, software development, and beyond. BIG-bench focuses on tasks that are believed to be beyond the capabilities of current language models. We evaluate the behavior of OpenAI's GPT models, Google-internal dense transformer architectures, and Switch-style sparse transformers on BIG-bench, across model sizes spanning millions to hundreds of billions of parameters. In addition, a team of human expert raters performed all tasks in order to provide a strong baseline. Findings include: model performance and calibration both improve with scale, but are poor in absolute terms (and when compared with rater performance); performance is remarkably similar across model classes, though with benefits from sparsity; tasks that improve gradually and predictably commonly involve a large knowledge or memorization component, whereas tasks that exhibit""breakthrough""behavior at a critical scale often involve multiple steps or components, or brittle metrics; social bias typically increases with scale in settings with ambiguous context, but this can be improved with prompting."
Chitta Baral,Cross-task generalization via natural language crowdsourcing instructions,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:JMEA1obkRKoC,Cross-Task Generalization via Natural Language Crowdsourcing Instructions,https://www.semanticscholar.org/paper/cbdb45fc16b0885905b91d84281c310e6cb49e9c,Annual Meeting of the Association for Computational Linguistics,2021,"Swaroop Mishra, Daniel Khashabi, Chitta Baral, Hannaneh Hajishirzi","Humans (e.g., crowdworkers) have a remarkable ability in solving different tasks, by simply reading textual instructions that define them and looking at a few examples. Despite the success of the conventional supervised learning on individual datasets, such models often struggle with generalization across tasks (e.g., a question-answering system cannot solve classification tasks). A long-standing challenge in AI is to build a model that learns a new task by understanding the human-readable instructions that define it. To study this, we introduce NATURAL INSTRUCTIONS, a dataset of 61 distinct tasks, their human-authored instructions, and 193k task instances (input-output pairs). The instructions are obtained from crowdsourcing instructions used to create existing NLP datasets and mapped to a unified schema. Using this meta-dataset, we measure cross-task generalization by training models on seen tasks and measuring generalization to the remaining unseen ones. We adopt generative pre-trained language models to encode task-specific instructions along with input and generate task output. Our results indicate that models benefit from instructions when evaluated in terms of generalization to unseen tasks (19% better for models utilizing instructions). These models, however, are far behind an estimated performance upperbound indicating significant room for more progress in this direction."
Chitta Baral,Super-naturalinstructions: Generalization via declarative instructions on 1600+ nlp tasks,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:0IGl3jR3yJEC,Super-NaturalInstructions: Generalization via Declarative Instructions on 1600+ NLP Tasks,https://www.semanticscholar.org/paper/06d7cb8c8816360feb33c3367073e0ef66d7d0b0,Conference on Empirical Methods in Natural Language Processing,2022,"Yizhong Wang, Swaroop Mishra, Pegah Alipoormolabashi, Yeganeh Kordi, Amirreza Mirzaei, Anjana Arunkumar, Arjun Ashok, Arut Selvan Dhanasekaran, Atharva Naik, David Stap, Eshaan Pathak, Giannis Karamanolakis, H. Lai, I. Purohit, Ishani Mondal, Jacob Anderson, Kirby Kuznia, Krima Doshi, Maitreya Patel, Kuntal Kumar Pal, M. Moradshahi, Mihir Parmar, Mirali Purohit, Neeraj Varshney, Phani Rohitha Kaza, Pulkit Verma, Ravsehaj Singh Puri, Rushang Karia, Shailaja Keyur Sampat, Savan Doshi, Siddhartha Mishra, Sujan Reddy, Sumanta Patro, Tanay Dixit, Xudong Shen, Chitta Baral, Yejin Choi, Noah A. Smith, Hannaneh Hajishirzi, Daniel Khashabi","How well can NLP models generalize to a variety of unseen tasks when provided with task instructions? To address this question, we first introduce Super-NaturalInstructions, a benchmark of 1,616 diverse NLP tasks and their expert-written instructions. Our collection covers 76 distinct task types, including but not limited to classification, extraction, infilling, sequence tagging, text rewriting, and text composition. This large and diverse collection of tasks enables rigorous benchmarking of cross-task generalization under instructions—training models to follow instructions on a subset of tasks and evaluating them on the remaining unseen ones.Furthermore, we build Tk-Instruct, a transformer model trained to follow a variety of in-context instructions (plain language task definitions or k-shot examples). Our experiments show that Tk-Instruct outperforms existing instruction-following models such as InstructGPT by over 9% on our benchmark despite being an order of magnitude smaller. We further analyze generalization as a function of various scaling parameters, such as the number of observed tasks, the number of instances per task, and model sizes. We hope our dataset and model facilitate future progress towards more general-purpose NLP models."
Chitta Baral,Logic programming and knowledge representation,1994,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:u-x6o8ySG0sC,,,,,,
Chitta Baral,Probabilistic reasoning with answer sets,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:hqOjcs7Dif8C,Under Consideration for Publication in Theory and Practice of Logic Programming Probabilistic Reasoning with Answer Sets,https://www.semanticscholar.org/paper/efd91a5f392a761a7ec119fee8ee1d2c80403a24,,2005,"Chitta Baral, M. Gelfond, J. N. Rushton",
Chitta Baral,COMBINING KNOWLEDGE BASES CONSISTING OF FIRST‐ORDER THEORIES,1992,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:d1gkVwhDpl0C,COMBINING KNOWLEDGE BASES CONSISTING OF FIRST‐ORDER THEORIES,https://www.semanticscholar.org/paper/b512dff98695c253c5cec965c9487607b8d18503,International Conference on Climate Informatics,1991,"Chitta Baral, Sarit Kraus, J. Minker, V. S. Subrahmanian",
Chitta Baral,Combining multiple knowledge bases,1991,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:9yKSN-GCB0IC,INTEGRA: a web-based differential diagnosis system combining multiple knowledge bases,https://www.semanticscholar.org/paper/f38f4be3471ae33c2f7081d9ca27f9097d7b8105,Petra,2020,"Aris Papakonstantinou, H. Kondylakis, Emmanouil I. Marakakis",
Chitta Baral,Reframing instructional prompts to gptk's language,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:KjnAay3C9J8C,,,,,,
Chitta Baral,Language-conditioned imitation learning for robot manipulation tasks,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:ypzvKOdbExQC,Language-Conditioned Imitation Learning for Robot Manipulation Tasks,https://www.semanticscholar.org/paper/7ca4abace88db259faed67686ed7bba02b46eb82,Neural Information Processing Systems,2020,"Simon Stepputtis, Joseph Campbell, Mariano Phielipp, Stefan Lee, Chitta Baral, H. B. Amor","Imitation learning is a popular approach for teaching motor skills to robots. However, most approaches focus on extracting policy parameters from execution traces alone (i.e., motion trajectories and perceptual data). No adequate communication channel exists between the human expert and the robot to describe critical aspects of the task, such as the properties of the target object or the intended shape of the motion. Motivated by insights into the human teaching process, we introduce a method for incorporating unstructured natural language into imitation learning. At training time, the expert can provide demonstrations along with verbal descriptions in order to describe the underlying intent (e.g., ""go to the large green bowl""). The training process then interrelates these two modalities to encode the correlations between language, perception, and motion. The resulting language-conditioned visuomotor policies can be conditioned at runtime on new human commands and instructions, which allows for more fine-grained control over the trained policies while also reducing situational ambiguity. We demonstrate in a set of simulation experiments how our approach can learn language-conditioned manipulation policies for a seven-degree-of-freedom robot arm and compare the results to a variety of alternative methods."
Chitta Baral,What to do and how to do it: Translating natural language directives into temporal and dynamic logic representation for goal management and action execution,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:Wp0gIr-vW9MC,,,,,,
Chitta Baral,Reasoning agents in dynamic domains,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:qjMakFHDy7sC,Reasoning agents in dynamic domains,https://www.semanticscholar.org/paper/74f4afbef51d69ad45e1d4e97cba0a12edf1c514,,2000,"Chitta Baral, M. Gelfond",
Chitta Baral,Discovering drug–drug interactions: a text-mining and reasoning approach based on properties of drug metabolism,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:M05iB0D1s5AC,,,,,,
Chitta Baral,Computational complexity of planning and approximate planning in the presence of incompleteness,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:zYLM7Y9cAGgC,,,,,,
Chitta Baral,"Representing actions: Laws, observations and hypotheses",1997,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:2osOgNQ5qMEC,,,,,,
Chitta Baral,Formalizing sensing actions—A transition function based approach,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:IjCSPb-OGe4C,Formalizing sensing actions A transition function based approach,https://www.semanticscholar.org/paper/234c2cca8f8cf2aa23c9cf90412f7253f8b09b0b,Artificial Intelligence,2001,"Tran Cao Son, Chitta Baral",
Chitta Baral,Mutant: A training paradigm for out-of-distribution generalization in visual question answering,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:jtusTj6o6osC,,,,,,
Chitta Baral,Learning to use formulas to solve simple arithmetic problems,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:t1niNHmIXQYC,Learning To Use Formulas To Solve Simple Arithmetic Problems,https://www.semanticscholar.org/paper/f6b5335f27b9583dd152d8cd4ea9134e24bd297b,Annual Meeting of the Association for Computational Linguistics,2016,"Arindam Mitra, Chitta Baral","Solving simple arithmetic word problems is one of the challenges in Natural Language Understanding. This paper presents a novel method to learn to use formulas to solve simple arithmetic word problems. Our system, analyzes each of the sentences to identify the variables and their attributes; and automatically maps this information into a higher level representation. It then uses that representation to recognize the presence of a formula along with its associated variables. An equation is then generated from the formal description of the formula. In the training phase, it learns to score the pair from the systematically generated higher level representation. It is able to solve 86.07% of the problems in a corpus of standard primary school test questions and beats the state-of-the-art by"
Chitta Baral,Dualities between alternative semantics for logic programming and nonmonotonic reasoning,1993,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:UeHWp8X0CEIC,Dualities between alternative semantics for logic programming and nonmonotonic reasoning,https://www.semanticscholar.org/paper/97a0551f90e6c62064ce711b53d42aedc419c3c3,Journal of automated reasoning,1991,"Chitta Baral, V. S. Subrahmanian",
Chitta Baral,Lila: A unified benchmark for mathematical reasoning,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9Yd716IAAAAJ&citation_for_view=9Yd716IAAAAJ:UbXTy9l1WKIC,LILA: A Unified Benchmark for Mathematical Reasoning,https://www.semanticscholar.org/paper/52fb239ea5cea1e9a2636f8f7922c8ede3e50ba7,Conference on Empirical Methods in Natural Language Processing,2022,"Swaroop Mishra, Matthew Finlayson, Pan Lu, Leonard Tang, S. Welleck, Chitta Baral, Tanmay Rajpurohit, Oyvind Tafjord, Ashish Sabharwal, Peter Clark, A. Kalyan","Mathematical reasoning skills are essential for general-purpose intelligentsystems to perform tasks from grocery shopping to climate modeling.Towards evaluating and improving AI systems in this domain, we proposeLILA, a unified mathematical reasoning benchmark consisting of 23 diversetasks along four dimensions:(i) mathematical abilities e.g., arithmetic, calculus (ii) language format e.g., question-answering, fill-in-the-blanks (iii) language diversity e.g., no language, simple language (iv) external knowledge e.g., commonsense, physics. We construct our benchmark by extending 20 datasets benchmark by collecting task instructions and solutions in the form of Python programs,thereby obtaining explainable solutions in addition to the correct answer.We additionally introduce two evaluation datasets to measure out-of-distribution performance and robustness to language perturbation.Finally, we introduce BHASKARA,a general-purpose mathematical reasoning model trained on LILA. Importantly, we find that multi-tasking leads to significant improvements (average relative improvement of 21.83% F1 score vs. single-task models),while the best performing model only obtains 60.40%,indicating the room for improvement in general mathematical reasoning and understanding."
